Producto,Descripción,U. de S.,Precio público,precio de lista 4
TORNEL-086,ACEITE DE GERMEN DE TRIGO 50ML,pz,152.0,91.2
TORNEL-087,COCCIZURIL 20 TAB,pz,368.0,220.8
TORNEL-096,UROLIX 50ML,pz,583.0,349.8
TORNEL-097,DIPIRONA ST 100 ML,pz,433.0,259.8
TORNEL-100,PROGESTYN A-E 10ML,pz,359.0,215.4
TORNEL-101,METRO SULFA 100ML,pz,1151.0,690.6
TORNEL-102,PANGAMINE 250 VIT B-15 10 ML,pz,229.0,137.4
TORNEL-103,AVIPEN 50ML,pz,243.0,145.8
TORNEL-104,HIDRO-PEN 20ML,pz,287.0,172.2
TORNEL-107,HIDRO-PEN 10ML,pz,200.0,120.0
TORNEL-108,HIDRO-PEN 100 ML,pz,1056.0,633.6
TORNEL-115,UROLIX 100ML,pz,701.0,420.6
TORNEL-116,COCCIZURIL 100 TAB.,pz,1084.0,650.4
TORNEL-118,SUPER VITAMINA B12 5500 100ML Gallos,PIEZA,2094.0,1256.4
TORNEL-119,SUPER VITAMINA B12 5500 30 ML GALLOS,pz,935.0,561.0
TORNEL-132,CALCIO-TON 500ML,pz,491.0,294.6
VARIOS-046,METABOLASE 500 ML,pz,0.0,
VARIOS-061,INMUNEST 2 ML,PIEZA,0.0,116.0
VARIOS-171,TEMPERNAG 240ML,pz,0.0,0.0
VEDILAB-001,ERCANOL 10 ML,pz,0.0,35.0
VEDILAB-005,SCARLET 120 ML,pz,0.0,160.0
VEDILAB-010,SCARLET 100 GRAMOS GEL,pz,0.0,132.0
VEDILAB-017,SCARLET 60ML,pz,0.0,99.0
VEDILAB-021,VEDIVIT B12 6000 10ML,pz,0.0,94.0
VEDILAB-022,VEDIVIT B12 6000 50ML,pz,0.0,350.0
VEDILAB-024,DEXALONG FORTE 100ML,pz,361.0,180.0
VETINOVA-001,COXIFLEX 100 TABLETAS,pz,415.0,290.5
VETINOVA-002,COXIFLEX 50 TAB,pz,232.0,162.4
VETINOVA-004,WORM EX 50 TAB,pz,205.0,143.5
VETINOVA-005,SUPER ROOSTER 100TAB,pz,620.0,434.0
VETINOVA-006,SUPER ROOSTER 50 TAB,pz,340.0,238.0
VETINOVA-007,SUPER NUX 50 TAB,pz,208.0,145.6
VETINOVA-008,VETI-K 50 TAB,pz,176.72,123.71
VETINOVA-009,OXYPOWER 100 TAB,pz,422.41,295.69
VETINOVA-012,TURBOTONIC 50 TAB,pz,198.28,138.79
VETINOVA-013,RESPIREX 50 TAB,pz,245.0,171.5
VETINOVA-014,RESPIREX 100 TAB,pz,435.0,
VETINOVA-015,COXIFLEX P.S. 100 GR,pz,625.0,438.0
VETINOVA-017,COXIFLEX POLVO SOL. 10 GR,pz,66.0,46.2
VETINOVA-018,SUPER NUX 100 TAB,CAJA,375.0,262.5
VETINOVA-019,RESPIREX P.S. 100GR,pz,350.0,245.0
VETINOVA-020,TURBOTONIC POLVO SOL. 10GR,pz,54.0,37.8
VETINOVA-021,VETI-K 100 TAB.,pz,310.34,217.24
VETINOVA-022,RESPIREX SOBRE 10GR,pz,37.8,26.46
VETOQUINOL-,LAXATONE GEL 120.5 G     ATUN,pz,299.0,207.0
VETOQUINOL-,MEGECAT C/18 COMP,pz,219.0,152.31
VETOQUINOL-,KYNOSELEN INY 100 ML,pz,802.04,560.02
VETOQUINOL-,DOGALACT C/20 COMP,pz,481.0,336.31
VETOQUINOL-,ALUSPRAY 210 ML,pz,475.24,329.19
VETOQUINOL-,CALMIVET SOL INY 50 ML,pz,731.85,507.15
VETOQUINOL-,MARBOCYL 2% INY. 100ML,pz,743.8,517.5
VETOQUINOL-,PRIFINIAL SOL. INY. 50ML,pz,458.85,320.7
VETOQUINOL-,CLAVASEPTIN 250MG BLISTER C/10 TABLETAS,BLISTI,155.295,105.0
VETOQUINOL-,CLAVASEPTIN 50MG  BLISTER C/10 TAB,BLISTI,93.555,63.945
VETOQUINOL-,IPAKITINE PDR 300 GR,pz,1042.65,697.0
VETOQUINOL-,AZODYL 90 CAPS,pz,1800.0,1269.0
VETOQUINOL-,FLEXADIN 90 COMP,pz,997.0,
VETOQUINOL-,CIMALGEX 30 MG,pz,836.95,580.65
VETOQUINOL-,IPAKITINE PDR 60 GR,pz,360.15,243.0
VETOQUINOL-,CIMALGEX 80 MG,pz,1653.75,1147.65
VETOQUINOL-,FRECARDYL SOL 50ML,pz,638.24,444.61
VETOQUINOL-,COTHIVET VAPORIZADOR 30ML,pz,397.0,273.0
VETOQUINOL-,CLAVASEPTIN 500 MG BLISTER C/10TAB,BLIST,248.54,165.69
VETOQUINOL-,AURIZON 10ML,pz,451.38,311.84
VETOQUINOL-,MARBOCYL P 20 MG C/100 TAB,pz,1575.0,1100.06
VETOQUINOL-,MARBOCYL P 80 C/72 TAB,pz,3853.5,2696.83
VETOQUINOL-,ORIBIOTIC POMADA TUBO 10GR,pz,308.0,215.19
VETOQUINOL-,ORIDERMYL POMADA TUBO 10 GR,pz,348.24,229.0
VETOQUINOL-,DIURIZONE SOL. INY. 50ML,pz,537.53,373.78
VETOQUINOL-,TOLFEDINE PERROS 60MG CJA. C/16 COMP----,pz,0.0,232.0
VETOQUINOL-,PRIFINIAL PERROS 70 MG CJA. C/8 COMP,pz,416.85,261.0
VETOQUINOL-,TONARSYL SOL. INY. 50ML,pz,839.66,549.0
VETOQUINOL-,EAR CLEANSING 4 OZ,pz,143.0,99.0
VETOQUINOL-,ENISYL F 100ML,pz,431.0,300.35
VETOQUINOL-,LAXATONE MAPLE PASTA/GEL 120.5GR,pz,299.0,207.0
VETOQUINOL-,ZYLKENE 225 P 30MX,pz,878.85,625.95
VETOQUINOL-,ZYLKENE 450 P30 MX,pz,1330.35,
VETOQUINOL-,DUO PACK FLEXADIN 30,pz,897.0,626.95
VETOQUINOL-,DUO PACK NUTRICAL GEL,pz,517.0,358.2
VETSPHARMA-,RUMEN PLUS 15 GR,PZA,37.5,22.5
VETSPHARMA-,AZUL CICATRIZANTE 100ML PET014,pz,52.0,31.2
VETSPHARMA-,AZUL CICATRIZANTE 120ML C/ATOM PET015,pz,70.0,42.0
VETSPHARMA-,DEXAFLAM 100ML PET265,pz,340.0,204.0
VETSPHARMA-,OXITOCINA-20 100ML,pz,174.0,104.4
VETSPHARMA-,----XILAPET 10% 50ML,pz,1250.0,750.0
VETSPHARMA-,EQUIHORSE MAX 30GR    PET220,pz,0.0,0.0
VETSPHARMA-,TROMIXINA M 25ML,pz,0.0,0.0
VETSPHARMA-,PRONYL GOD 1LTO,pz,1490.0,807.0
VETSPHARMA-,FASCIOVERM + 250ML,pz,0.0,0.0
VETSPHARMA-,TROMIXINA M 100ML,pz,0.0,0.0
VIRBAC-004,EPIOTIC  100ML,pz,246.0,172.2
VIRBAC-005,MEGADERM 28 SACHETS 4 ML,pz,635.0,444.5
VIRBAC-007,NUTRIBOUND PERRO 150ML,pz,425.0,297.5
VIRBAC-009,NUTRIBOUND GATO 150ML,pz,425.0,297.5
VIRBAC-010,FORTIK 4/ 1 LTO,pz,0.0,925.0
VIRBAC-011,PROTON-500 100 ML,pz,0.0,250.0
VIRBAC-014,EASOTIC 10ML,pz,623.0,
VIRBAC-016,NUTRIPLUS GEL 120GR,pz,409.48,286.64
VIRBAC-017,NUTRIPLUS 60 TAB,pz,550.0,385.0
VIRBAC-020,ZOLETIL-100 5 ML,pz,845.0,633.75
VIRBAC-023,RILEXINE-75 PALATABLE 14 TABLETAS,pz,312.0,218.4
